num,tweets
292,"Chardonnay bring her mommy for me, oops     "
293,Discovered Sterling Vineyards Vintner's Collection Chardonnay 2011 via @NatalieMacLean http://t.co/H6wOVzpojr       
294,Gave @HaitianBonita a glass of Chardonnay lol her ass gone say I'm feeling groovy. Lol      
295,@Sipp_ChardonNAY you good?? 
296,@Sipp_ChardonNAY on your self asking questions      
297,No one liked Chardonnay in Nca bey. :/      
298,RT @_destinyl0ve: Me and chardonnay had problems from.NCA time      
299,@ThatOG_Recce but what I Snitch about?      
300,Me and chardonnay had problems from.NCA time
301,@__QveenM lollll beii chardonnay is a lil hoe beii. she is suck dick i'm convinced  
302,last fucking tear I'm shedding!!!   
303,Who is Chardonnay o___o ?   
304,"RT @_devinesays: LMFAOO! Chardonnay have a mind to call someone goony, but she is be paying boys to go with her :| . #SADLIFE       "
305,Chardonnay? she's a facking bad gyal.       
306,RT @AniyahQuality: people know chardonnay eh?       
307,"Chardonnay bad tho, &amp; want call people goony    "
308,@MrKing808 I like the chemistry between Blue and Keira and the friendship between Chardonnay and Tasha ... this is a really funny season tho
309,people know chardonnay eh?  
310,"RT @autunae_: @_devinesays: LMFAOO! Chardonnay have a mind to call someone goony, but she is be paying boys to go with her :| . #SADLIFE ?  "
311,"@_devinesays: LMFAOO! Chardonnay have a mind to call someone goony, but she is be paying boys to go with her :| . #SADLIFE LMAOOO x_____x   "
312,@__QveenM x____x big lip chardonnay ?       
313,"RT @_devinesays: LMFAOO! Chardonnay have a mind to call someone goony, but she is be paying boys to go with her :| . #SADLIFE       "
314,"LMFAOO! Chardonnay have a mind to call someone goony, but she is be paying boys to go with her :| . #SADLIFE"
315,Added a new video: Take Me Away - Chardonnay ft Cyclone J http://t.co/vperBMgTjN http://t.co/kY5oqiS8oN     
316,Added a new video: Take Me Away - Chardonnay ft Cyclone J http://t.co/vperBMgTjN #video     
317,Posted a new song: Take Me Away - Chardonnay ft Cyclone J http://t.co/599r31IvC7 http://t.co/foeiuPhbSQ     
318,Posted a new song: Take Me Away - Chardonnay ft Cyclone J http://t.co/599r31IvC7 #music     
319,Kim possible is on  
320,@_DeepWithin__ @__QveenM chardonnay from stm?       
321,Chardonnay know my bbs      
322,@__QveenM Who is Chardonnay ?       
323,RT @theleanover: I'm playing this game called MILF Hunt where I walk around with a bottle of Chardonnay until some fine lady asks to join m?
324,RT @theleanover: I'm playing this game called MILF Hunt where I walk around with a bottle of Chardonnay until some fine lady asks to join m?
325,"Chardonnay have the audacity to call me goony, well fuck.   "
326,Yeah we go together ?@ButimNeNe: @AlluringMisfit I had Chardonnay?  
327,"Just bottled, unlabelled, the maiden vintage of our Hattersley Family Reserve Chardonnay. The sexiest? http://t.co/gVsv1At7Hg       "
328,"Chardonnay, Moscato, And Chenin Blanc.... Biru's Doin That Winee Thang!! #DontTripp "
329,i need to get off. and look at porn- i'm feeling kind of agitated and restless...or maybe it's just the chardonnay talking--it's complicated
330,@AlluringMisfit I had Chardonnay    
331,Right now on WTSO: Michel-Schlumberger 2012 'Bienvenue' Chardonnay Dry Creek Valley 92 rating and 50% off! http://t.co/AlT5WWWrIx   
332,@theleanover switch the Chardonnay for Franzia      
333,I'm playing this game called MILF Hunt where I walk around with a bottle of Chardonnay until some fine lady asks to join me.
334,This Chardonnay is reacting in my system    
335,this chardonnay got ya girl feelin some type a way..........
336,@80sMomKara Um...my bedtime snack was Chardonnay and Ben &amp; Jerry's. Maybe we can be blood sugar buddies.
337,Yup goodbye beautiful bottle of 2007 Stonestreet ?Broken Road? Chardonnay you will be missed
338,I will tho wen u become my girl ? no. http://t.co/prrlqIyudr
339,Do you ever think about being with a girl ? ? every girl has before. http://t.co/lhxNezh33f 
340,"Nothing screams boring like, I'll have the Chardonnay. #confessyourunpopularopinion "
341,RT @reelsistas: RT @prettyjoyful08: Chardonnay&gt; Moscato #ConfessYourUnpopluarOpinion     
342,You can sip chardonnay ima have myself a brew.      
343,RT @sarah_spellman: @TheFeeneyCall and Chardonnay   
344,@TheFeeneyCall and Chardonnay       
345,RT @prettyjoyful08: Chardonnay&gt; Moscato #ConfessYourUnpopluarOpinion     
346,"Tilapia, sushi and Chardonnay thanks Chef @_nfoley  "
347,Still jam out to Marvin Gaye and Chardonnay like it's the first time I've heard it every single time.       
348,"Pinky up, a glass of chardonnay...  "
349,"@kelseyleekeller that was what inspired me!! haha whatever, settling for Chardonnay (;      "
350,I wanna fuck u tf man ? lol http://t.co/EEfuvUT43p  
351,How's that 3 day game yu playing going? ? it's chilling for right now. http://t.co/Ys1dnXkcuL       
352,I like a simple Chardonnay  
353,Chardonnay celebratin!      
354,Oh! Chardonnay ain't playin! #TheGameBET #GetGlue http://t.co/6hTUQZQzrt    
355,"Pretty ass hoes in my robe wearing lingerie, bout to make a scene puffing green sipping Chardonnay! "
356,Chardonnay wants 2 get butt implants
357,Chardonnay&gt; Moscato #ConfessYourUnpopluarOpinion 
358,@WholeFoodsNorCA ha! The $3 Chardonnay was for the chicken stew but had some chilled Sauvignon Blanc to partake in #WineWednesday   
359,Then i accidentally broke a full bottle of my grandparents Chardonnay..     
360,"RT @donkortez: Baby, you?re a firework! Happy Vicky Day, let?s have a glass of Chardonnay!  "
361,magical white wine chardonnay...it's reading/brain food...all you need is a few sips...and your world just fizzles away--concentrate reading
362,RT @pilliodrecords: @TheNPA 2007 Salinia Chardonnay off the charts good! Whites coming out of this cellar are on the next level. http://t.c?
363,RT @Dyl_Tha_Thryll: Marvin Gaye and Chardonnay      
364,Marvin Gaye and Chardonnay  
365,RT @IAmTiana_: What are your favorite beverages? ? Sprite &amp; Chardonnay I love wine I've been called an alcoholic numerous times. http://t.c?    
366,Always a favorite! From central California I'm having some @ChamisalVyd stainless chardonnay. Cool video: http://t.co/1WuUqORKJY    
367,What are your favorite beverages? ? Sprite &amp; Chardonnay I love wine I've been called an alcoholic numerous times. http://t.co/TXutk3MfuD
368,Nighty night twitterlings   
369,@mfoho naming mind chard short for Chardonnay       
370,"#fourseasons my 40th poolside with my special gals, pink roses,crab cakes, chardonnay, and cotton candy! Heaven! http://t.co/gCHK3j7A5n     "
371,"Hello Chardonnay, did you not get the memo ? #itsstillwinter @DeBortoliWines #huntervalley http://t.co/SIZ1IzrEKm   "
372,"RT @shawty_bee: Relationships also ties in with maturity. If you're not mature enough to respect certain things, then it'll never work. #js "
373,@LRoiJetson shittt so gotdamn gooood
374,.i need a few sips of white wine chardonnay...that's all i literally need. i get buzzed from only like 1/7'th of a glass of white wine.-=-
375,RT @factsonfemales: i just want a cute boy that lets me wear his clothes and fall asleep on his chest i have earned this shit by now where ?
376,Really nice Chardonnay. Dug it. http://t.co/vro4hZY73o      
377,@ASSNOTITTIES fr tho! &amp; then he gone tell Chardonnay who she can't hang out with?? Gtfoh!       
378,I just want a glass of wine that isn't DRY. LAY OFF THE CHARDONNAY MA       
379,This was all inspired by ah lil Marvin Gaye and Chardonnay  
380,As Canadian of a dinner as it gets #kraftdinner and @waynegretzky Chardonnay http://t.co/7Li68si2QU 
381,@TheNPA 2007 Salinia Chardonnay off the charts good! Whites coming out of this cellar are on the next level. http://t.co/29Y4JI6Lo0 
382,@ASSNOTITTIES did u see how Chardonnay put Tasha &amp; Jason in they place  
383,"Jk, just chardonnay "
384,Chardonnay and Pretty Little Liars with my best @c_schauble 
385,Marvin Gaye and Chardonnay  
386,?@Stand__Grand: @kathleen_brock but....but...he hates Marvin and Chardonnay ? Fuck your Marvin and Chardonnay       
387,U swear u cute ? I swear I'm not. http://t.co/V4xxGXV2Oc    
388,@kathleen_brock but....but...he hates Marvin and Chardonnay 
389,Pretty ass hoes in my room wearing lingerie about to make a swing puffing green sipping Chardonnay  
390,"?@JDubbbbbbs: #confessyourunpopularopinion I HATE Marvin &amp; Chardonnay? now its 0. That's my favorite song. But hey, your opinion, not mine.     "
391,I could just stay here forever . #beach #beachliving #beachhouse #family #chardonnay #vacation? http://t.co/NrrCOfu0bH      
392,#confessyourunpopularopinion I HATE Marvin &amp; Chardonnay 
393,Casually downing leftover Barefoot Chardonnay behind the Clam Bake dumpster w/ @KimmyPostler #hadtohappen   
394,#confessyourunpopularopinion @thegamebet is nothing without Chardonnay and Jason Pitts #Chardonnay #JasonPitts...the rest are quite boring  
395,Mrs damone made a lovely cold past salad for dinner. Really hit the spot on a hot day. She also had a nice Chardonnay chilled. It was nice  
396,#Chelseahandler #chardonnay I should be sleeping    
397,#concerts and #chardonnay http://t.co/IM6YmRH2xH    
398,@_fuckyouLA I see. *sips Chardonnay*
399,I love Chardonnay. That is all      
400,This glass of chardonnay is everything right now    
401,Marvin gay and Chardonnay   
402,"RT @LadiesWhoShoot: It scored 91 points @winecompanion, our @ladieswhoshoot #Chardonnay #aussiewine is now listed @Beveragetrade http://t.c?"
403,Lol Jenny is tipsy of chardonnay    
404,?@Tanner_Patsko40: Little Marvin Gaye a Chardonnay? the key to my heart     
405,@atrueblood5 Tonight is a lovely white chardonnay with crisp apple notes and hints of vanilla #wineTMI      
406,Popcorn and chardonnay?? I'd rather have riesling...I think I'ma go get some.       
407,"RT @yupNAILEDIT: I don't want to get you drunk, but, ah, that's a very fine Chardonnay you're not drinking. "
408,Little Marvin Gaye a Chardonnay     
409,@UltimateBGC @ChipotleTwins this is Chardonnay http://t.co/TL5o9hFG8t       
410,"@Friscokid49 I tend to prefer P-Fume for their minerality to P-Fuisse, although like chardonnay as well.    "
411,"It scored 91 points @winecompanion, our @ladieswhoshoot #Chardonnay #aussiewine is now listed @Beveragetrade http://t.co/e19KxXpZOV "
412,"I don't want to get you drunk, but, ah, that's a very fine Chardonnay you're not drinking.  "
413,@VVLovee haha Marvin Gaye and Chardonnay? Lol I've really sat down and drank a glass of wine.       
414,Seriously good Chardonnay. Sandhi Rita's Crown. Come try a glass. http://t.co/FA2NQANP89    
415,Perle 06 DOC Trento DOC 100% Chardonnay @Cosmopolitan_LV @ScarpettaLV @Ferrari Wine Dinner @LVFNB @thedailymeal @VegasGiant @conantnyc      
416,Perle 06 DOC Trento DOC 100% Chardonnay @Cosmopolitan_LV @ScarpettaLV @Ferrari Wine Dinner @LVFNB @thedailymeal @VegasGiant @conantnyc      
417,Drink Chardonnay n ima have myself a brew ima country ass nigga baby u kno how I do 
418,@ElGatoBlancoooo you don't like wine? Chardonnay is my shit !       
419,@UltimateBGC @ChipotleTwins where going to rename bubbles Chardonnay
420,RT @ChipotleTwins: @Keith_pettway Chardonnay Jenkins ;      
421,Old Dutch White Cheddar popcorn and Chardonnay = priceless!!!!      
422,@Keith_pettway Chardonnay Jenkins ; 
423,Rose 60% Pinot Noir 40% Chardonnay @Cosmopolitan_LV @ScarpettaLV @Ferrari Wine Dinner @LVFNB @thedailymeal @VegasGiant @conantnyc   
424,Rose 60% Pinot Noir 40% Chardonnay @Cosmopolitan_LV @ScarpettaLV @Ferrari Wine Dinner @LVFNB @thedailymeal @VegasGiant @conantnyc   
425,Bougie nigga ?@KillaKal080: Drinking Chardonnay for the first time at this wine tasting?    
426,Drinking Chardonnay for the first time at this wine tasting 
427,RT @MiTae_: Big sean x Marvin and chardonnay
428,Yes i know im baby faced just let me buy this chardonnay gottt damn 
429,I'm glad brandy isn't on one of these shows. #chardonnay would probably come out! #R&amp;BDivasLA   
430,Big sean x Marvin and chardonnay    
431,"@monica If Chardonnay had a frequent drinker program, you would be a gold member :) "
432,"Cooking fish tacos, drinking Chardonnay and listening to a podcast...this cannot be healthy."
433,@PackAustin Marvin Gaye and Chardonnay      
434,In the vineyards @stannescrossing Estate Chardonnay #vineyard #grapes http://t.co/jGYE9N5MjV
435,Marvin &amp; chardonnay - Big Sean  
436,Enjoying a lovely glass of #chardonnay from @ClosduBois on the deck!! #winewednesday #Summer
437,"RT @CulminaWinery: Cheers! RT @rickwine Aug 23 Release @CulminaWinery A rose, Chardonnay and Bordeaux-style red. All fantastic. #bcwine htt?"
438,@Joshua_Ornelas you are a love!!!! And just encase you are serious... Chardonnay and Cabernet Sauvignon ;)  
439,An important post-work refreshment dilemma: cold-brew coffee or chilled chardonnay?! WWGD @Goop @GwynethPaltrow     
440,Mainlining chardonnay in San Diego airport - ambiance of a municipal bus depot #glamouroftravel     
441,Naming my firstborn daughter Chardonnay     
442,"Bring me some chocolate, Chardonnay, and uhh chocolate. Cool.       "
443,This is ugly ? oh ardd lol http://t.co/ObLpgoTziu   
444,"I don't want to get you drunk, but, ah, that's a very fine Chardonnay you're not drinking.  "
445,"RT @RudeQuotations: During school: What day is it? Monday February 10th, 2013 11:58 Eastern Standard time. Summer: What day is it?? "
446,"RT @Mr_MKN: @AshBoo84 I don't remember, I think it was a Chardonnay. || If it was Sutter Home, I understand "
447,#whathappenedto5 joe must have had a say in the numbers post Chardonnay.    
448,Pork w peach salsa &amp; @KJWines 2011 Reserve Chardonnay from @winechateau http://t.co/bVW3HyVrh1 #goodbetterbestfood #grill       
449,How much Chardonnay is too much Chardonnay? The limit does not exist.       
450,A little Marvin Gaye and Chardonnay 
451,Our #areyougame #Chardonnay now listed on BTN http://t.co/nN51hh3Pwd via @Beveragetrade #aussiewine in the USA.     
452,RT @LiLdavid29: I take my charger EVERYWHERE! School Library Beach Mall Park church hospital Shit you never know wher?      
453,#cheezits #chardonnay #yummm
454,RT @xBitterSweet_: Money Is The Root Of All Evil.   
455,"@AshBoo84 I don't remember, I think it was a Chardonnay.    "
456,"Sure, this Chardonnay and ginger ale mix very well, but what doesn't these days?    "
457,"Wednesday: two glasses of Chardonnay. And criss-cut fries. Great dinner by @birdfeeder. Way to go, Wednesday! Now looking at you Thursday :P"
458,I should have worked out today. I think I'll drink chardonnay instead. #SorryNotSorry       
459,"Man I just went in Walmart for some toothpaste l left out with an ab roller, weighted jump rope and a bottle of Chardonnay smh      "
460,My mom says she doesn?t like Chardonnay. From this scientific evidence I can conclude I am definitely not her child 
461,RT @Cellar_Sisters: Very nice coverage of #i4c2013 by @mgodello http://t.co/jo66yD7Jh7 @coolchardonnay 72 of 120? samples...#NotBad 
462,Happy #WineWednesday! Tonight's #WineTasting: Rocca Ventosa Chardonnay 2007 http://t.co/1sJ7Y0x4xi  
463,"when @StephaneMukunzi wants to name his kids chardonnay, pinot grigio, bordeaux and champagne #alcoholicmuch #finetaste     "
464,You like your freckles? ? not really http://t.co/NoiWyy4ztV 
465,If I was babe man you already snow ? lol. this ugly? http://t.co/X1Id0qtmw2 
466,Well fuck you then dh ? wait. what? http://t.co/4Nx4Iw6bX7  
467,I heard you fucked with alot of niggas in Elverson..? ? only 2 .and they were not even close to bros http://t.co/EfTaHOuieJ 
468,@FreeDick4Sale let me finish this Chardonnay i bought today &amp; i will. lol.      
469,When I go to wendys I get cashiers like frank john or martha but we got to ralleys we got chardonnay jabari and aquafina at the drive thru..
470,"RT @cliffordbrown3: I love the fruit, minerals and citrus on the Chardonnay with no oak or buttery notes weighing it down http://t.co/pU8Mv?"
471,RT @sizebriup: ?@FreeDick4Sale: Crown Royal is better then Hennessy #UnpopularOpinion? Chardonnay better than moscato.      
472,But we all know niggas think thats code word for i wanna fuck lol   
473,I just wanna cuddle 
474,?@FreeDick4Sale: Crown Royal is better then Hennessy #UnpopularOpinion? Chardonnay better than moscato.     
475,Had a great day roaming Rohnert Park and then wine tasting at Coppola. That Chardonnay tho #coppola #winetasting    
476,Sippin on Chardonnay on the way to opera    
477,"RT @cliffordbrown3: While we're waiting, I'm liking the Naked Chardonnay, nice and crisp http://t.co/pU8MvgGEWK     "
478,"If there's one person's house I can show up to in my pajamas with Chardonnay and sliced mangoes, it's @kaiaplaca. #BeenTooLong      "
479,"Word, sister! RT @sarahmchappell: Also, Chardonnay! Seriously. @HirschVineyards 2011 is proof that we all need to drink more Cali Chard.    "
480,"CHARDONNAY,  "
481,Conn Creek Angels Chardonnay 2009 Regular Price $17.99 ... SALE Price $7.99 http://t.co/0gxH6JHujY  
482,Follow @_Chardonnay_ asap   
483,"@VRWine1 In summer, is it acceptable to pair Triomphe Chardonnay with BBQ'd smokies? Cuz that's what I'm doing. Delicious!  "
484,"@epicurious #GoToDrink for summer:Got 3: Chardonnay, vodka/tea, or flying wedge - vodka, oj and squirt.     "
485,?@qtpie143: @jennybyrnes yeaaaa drink more? Ummmmm yes. Chardonnay: the vodka of our 30's.  
486,?@pacsexy: Marvin Gaye &amp; Chardonnay&gt;&gt;&gt;? talk about a throwback...      
487,A dancer said her name was Chardonnay but she looked like her name was koolaid. She looked cheap #sueme     
488,Check out this wine from Luigi Bosca. I'm giving it 3.0 of 5 stars with the Vivino app: http://t.co/qtK8ZW7DAh      
489,Chardonnay yes that's what I want   
490,Marvin gaye and chardonnay  
491,RT @nikkaaayym: Daaaang there's an older lady here getting her nails did too with Chardonnay in her cup.    
492,She's getting another glass of chardonnay!  
493,speaking of.....like 2 glasses of chardonnay and a superbly rolled fatty would be so clutch right now       
494,RT @PerthWineEn: @CastelliEstate Nice Chardonnay from pemberton way. On a nice roll with enjoyable wines. http://t.co/K5oPP4xidl    
495,"If you are in the area stop by Clark's and try our Wine of the Month, Zaca Mesa Chardonnay. Tropical and... http://t.co/15rYiSnCn1  "
496,It's a black fly in your Chardonnay.
497,This was all inspired by a little Marvin Gaye and Chardonnay
498,@DrunkInaGarten Goldfish and Chardonnay - definitely #FOOLPROOF     
499,@Sipp_ChardonNAY on ask     
500,this was all inspired by a little Marvin Gaye and Chardonnay
501,RT @JanuaryJames: I am full of beauty and grace and chardonnay and I just fell off the porch into my mom's rose bushes.     
502,and this was all inspired by a little Marvin Gaye and Chardonnay    
503,"RT @aaliyah_maxwell: @Sipp_ChardonNAY lol, idec if you did ."
504,@UltimateBGC @ChipotleTwins where is Chardonnay any way?    
505,@QueenMehganBGC @ChipotleTwins &amp; to Chardonnay  
506,"John, after sipping my wine: I really don't see the point of Chardonnay.    "
507,Marvin gaye and chardonnay by @BigSean ft @kanyewest @roscoedash love this song on a throw back     
508,RT @ThatOG_Recce: Ctfuuuuu!!! Genay snitched on herself tho 
509,@ThatOG_Recce: Ctfuuuuu!!! Genay snitched on herself thoI'm late ashit but how?     
510,"Did you know? Chardonnay, with 95,000 acres, is the wine type variety with the most acreage planted in California? #funfacts #sandiego      "
511,"@Sipp_ChardonNAY lol, idec if you did .     "
512,RT @aaliyah_maxwell: @Sipp_ChardonNAY we didnt date we just talked .
513,RT @aaliyah_maxwell: @Sipp_ChardonNAY genay we didnt date . 
514,@aaliyah_maxwell aww shit lol I'm salty. well you still my man's. I'm not gonna do that     
515,Segundo plato #marquesdecasaconcha food &amp; wine tour: Corvina en Salsa Beurre Blanc con MCC Chardonnay? http://t.co/SPxe2a0rbz   
516,Lol well can you put another one up there for me lol ? naaaaw lol iont do that. when I make them I just do it fo... http://t.co/WnYmJyxc41  
517,Daaaang there's an older lady here getting her nails did too with Chardonnay in her cup.    
518,RT @Mr_Langevin28: @jayhartmannn Fine glass of Chardonnay sounds too good lol       
519,Very nice coverage of #i4c2013 by @mgodello http://t.co/jo66yD7Jh7 @coolchardonnay 72 of 120? samples...#NotBad     
520,@jayhartmannn Fine glass of Chardonnay sounds too good lol  
521,"This was all inspired by a little Marvin Gaye and Chardonnay Little old, but still bangin @BigSean @kanyewest @Roscoedash #finallyfamous    "
522,Nawl I didn't see it ? well it was popping. http://t.co/ylBaLUYs4U  
523,Charles &amp; Charles Launches 2012 Chardonnay - Newsday http://t.co/OrjyTKiRj5 #wine       
524,@CiarasFringe chardonnay actually   
525,"@Franc__OHH Wait for me, marvin and chardonnay, high and I do it will always be favorites to"
526,my ig name phillysking__ ? kk http://t.co/jF52QzgYar
527,"Also, Chardonnay! Seriously. @HirschVineyards 2011 is proof that we all need to drink more Cali Chard.      "
528,I had the best roasted duck and Chardonnay for dinner. Dayton always treats me so well.     
529,Michael David picks 2013 Chardonnay : This past M... http://t.co/FAzl0O7kCS #Lodi   
530,@candace_cupcake aw haha thanks you Chardonnay! I know I defiantly won't be taking your soul if I ever need one ^_^ 
531,I wanna see you twerk lol ? you ain't see it on IG already? http://t.co/XEFzZIwmQj  
532,Glass of Chardonnay to start the night &gt; 
533,@WRFARadio Playlist: Mudhoney?Chardonnay . Streaming at http://t.co/dBg8AjuSXe      
534,Chardonnay just understands 
535,Got a class of Chardonnay with my dinner cause I'm fancy like that  
536,Going through an identity crisis. Bought a Chardonnay.      
537,Chardonnay&amp;&amp;Grapefruit Juice
538,446 Chardonnay: Last night I reviewed the 337 cabernet sauvignon and tonight I thought I?d give pro... http://t.co/rmv84WGp3u #wine logs    
539,446 Chardonnay: Last night I reviewed the 337 cabernet sauvignon and tonight I thought I?d give props to his s... http://t.co/Cr4VEOzaMB    
540,@DrinkWhatULike @VAWineTime @swirlsipsnark @CellarBlog @Virginia_Made @EarlyMountain Hey all!! Sippin Chardonnay fr BC Canada tonite #WW    
541,If your name is Chardonnay or Aliz? I automatically wanna be your friend.   
542,Drinking Chardonnay in the sunroom of my new housie! #NewBeginnings #letsfuckingdothis      
543,"It is crate and barrel stemware, but it's not Chardonnay. It's a dead baby from the blender!! #rememberthe90's      "
544,Can I interest you in a glass of Chardonnay?
545,#Np Mavin gage &amp; Chardonnay - Big Sean ft Kanye West n Roscoe Dash      
546,My life is back! @maryabernathy is home from Europe! Crack open the straw-ber-ita and Chardonnay!   
547,@JamesTheWineGuy hola James! Hope you are well my friend! #cheers! #Chardonnay #Unoaked #Salute     
548,@JaceRockets Hola Jace! #Unoaked #Chardonnay
549,Chardonnay all the way! #Nice #Yolo http://t.co/QI7EO8jVr2  
550,@JamesTheWineGuy unoaked. I find chardonnay usually is overdone with oak and a lot of the grapes flavors are masked because of it.  
551,Charles &amp; Charles launch 2012 Chardonnay http://t.co/hYXvrIjzUB 
552,Charles &amp; Charles launch 2012 Chardonnay http://t.co/Wix84XSEXG 
553,Chardonnay to Tasha: Why is the first place you go a lie? #TheGameBET #GetGlue http://t.co/3vnOwGEyPm       
554,And this was all inspired by a little Marvin Gaye and Chardonnay.   
555,Oaked ...usually ?@JamesTheWineGuy: Question: Chardonnay - Oaked or Unoaked??       
556,?@JamesTheWineGuy: Question: Chardonnay - Oaked or Unoaked?? Unoaked please!
557,@sunshinemug Chardonnay - Oaked or Unoaked? Just curious about people's preferences.
558,"Channeling Maggie Griffin with buttery box Chardonnay #TipIt Yes, when you roll with C Daddy it's always klassy ... http://t.co/NCrLi6nIHe  "
559,RT @CarmSteliotes: Steliotes Penthouse Sunset &amp; a Chardonnay! #pittsburgh @TeddyRockStar http://t.co/5BAGrI3oEM 
560,Steliotes Penthouse Sunset &amp; a Chardonnay! #pittsburgh @TeddyRockStar http://t.co/5BAGrI3oEM    
561,"listening to rammstein, reading american psycho, drinking chardonnay &amp; soaking my savaged, grotesque? http://t.co/RH5z1a2jcR    "
562,Ditto?@myvinespot: I enjoy all styles of well-made Chardonnay. It totally depends on the mood and the food. #PWCwines?      
563,Question: Chardonnay - Oaked or Unoaked?    
564,having a glass of chardonnay in honor of Pope Francis       
565,RT @UltimateBGC: @Voodoo_Vixen @ChipotleTwins That's Chardonnay     
566,WATCHING OC &amp; DRINKING CHARDONNAY HAHA  
567,@Voodoo_Vixen @ChipotleTwins That's Chardonnay      
568,@4everBrandy is so believable as Chardonnay 
569,"Charles &amp; Charles Launches 2012 Chardonnay: From Columbia Valley, Washington Walla Walla, WA August 07... http://t.co/kwDax3NbjV"
570,A glass of Chardonnay? Yes please! http://t.co/0bHm2BndXJ   
571,RT @JamesTheWineGuy: #Chardonnay @pwcwines I predict simple majority of #Chardonnay will be 60% #Unoaked of the market in the next half gen?
572,#Chardonnay @pwcwines I predict simple majority of #Chardonnay will be 60% #Unoaked of the market in the next half generation - 7 years.    
573,"@FourVines Naked Chardonnay aimed at younger, neophyte drinkers, but we liked it too! http://t.co/4LjLCwMjBY"
574,I enjoy all styles of well-made Chardonnay. It totally depends on the mood and the food. #PWCwines  
575,"@FourVines 2011 Naked #Chardonnay ~ Good juice for the $. Uncomplicated, yet satisfying &amp; tasty. Ripe for summertime sipping. $12 #PWCwines     "
576,Unoaked #Chardonnay is gaining momentum but a long haul to outpace oaked #PWCwines http://t.co/Lj5xLOEuTa   
577,I prefer unoaked or very light oaked Chardonnay. #PWCwines http://t.co/wzX80B0PeX   
578,Oaked or unoaked chardonnay... Do I have to declare a major? I like both. @FourVines #PWCwines http://t.co/IUs8U2zbyv       
579,This glass of Chardonnay is about to be right on time!      
580,The part where Chardonnay leaves Jason makes me cry everytime brooooo !! : (
581,"Dinner with my Pops.......and oh, this bottle of '09 Chardonnay from Chateau St. Jean #priceless (aka? http://t.co/7ZqcRUg8R8       "
582,!!! @davalyns: whispering* i ship jason and chardonnay SO HARD      
583,@emily_george5: @calvinparker47 @LibbygeorgeXx @EmeliaDelgardo1 owwww splendid cant wait to have some chicken an chardonnay  wtf is that    
584,Chardonnay and Jason was the reason I watched the show!!!!! #TheGame @f     
585,Chardonnay makes The Game   
586,@calvinparker47 @LibbygeorgeXx @EmeliaDelgardo1 owwww splendid cant wait to have some chicken an chardonnay 
587,RT @_iPreach: Just to set the mood I bought some Marvin Gay and Chardonnay  
588,RT @JamesTheWineGuy: Q - will unoaked Chardonnay overtake oaked? http://t.co/AwDM6GlpMg     
589,Now I see Leaving Chardonnay
590,Q - will unoaked Chardonnay overtake oaked? http://t.co/AwDM6GlpMg  
591,"RT @FinesseAmour: Guys that say I don't like girls that wear weave are hypocrites. They be out here worshippin these famous women, what y?  "
592,candle Jackson Chardonnay Carlo says in his best Asian accent whilst impersonating our waitress     
593,RT @WineCountryOnt: #WineryWednesday! @SunnyHarwoodPEC is 100% solar-powered and known for excellent Chardonnay. Visit their fab patio this?
594,"Chardonnay tryna talk sense into Jason but he don't wanna listen, smh that's his bad.       "
595,I need me a girl like Chardonnay    
596,From Moesha to Chardonnay WHAT A STRETCH.   
597,whispering* i ship jason and chardonnay SO HARD     
598,@FourVines Naked Unoaked Chardonnay - label is reminiscent of stainless steel @purplewineco #PWCwines http://t.co/4LjLCwMjBY
599,RT @WineCountryOnt: #WineryWednesday! @SunnyHarwoodPEC is 100% solar-powered and known for excellent Chardonnay. Visit their fab patio this?
600,Diet Coke Same Same Same Chardonnay 
601,You will find the Red Hill P&amp;Q Chardonnay with a 95 point rating in this little number http://t.co/yITqEjg42J   
602,Drinking a Melange A Trois by @NEBrewingCo ? http://t.co/ibvJibBOPw #photo  
603,RT @WineCountryOnt: #WineryWednesday! @SunnyHarwoodPEC is 100% solar-powered and known for excellent Chardonnay. Visit their fab patio this?
604,Chardonnay hit the spot!    
605,Love that the @FourVines Naked Chardonnay is sourced from Santa Barbara Co #pwcwines
606,RT @WineCountryOnt: #WineryWednesday! @SunnyHarwoodPEC is 100% solar-powered and known for excellent Chardonnay. Visit their fab patio this?
607,No Chardonnay? Sucks for Hannah's mom. #PLL 
608,I could sit in the backyard on a hot day and drink the whole bottle of the Naked Chardonnay. #PWCwines http://t.co/wzX80B0PeX       
609,You need a ovoo ? I have one.it be kinda slow http://t.co/iWQWS6gFzO
610,Another one of our wines Thompson's Estate Chardonnay scored at 95 @GourmetTweets Well Done Thompson Estate Margaret River  
611,Being fancier than you are http://t.co/dJdgGYt36v   
612,RT @loveedollyy: Chardonnay mixed with a little bit of OJ   
613,Naked Unoaked Santa Barbara Chardonnay '11. @purplewineco #PWCwine great price point 12 USD SRP http://t.co/AwDM6GlpMg      
614,Just to set the mood I bought some Marvin Gay and Chardonnay
615,Did someone say oysters?? Mmmm @fourvines Naked Chardonnay #pwcwines
616,"I love the fruit, minerals and citrus on the Chardonnay with no oak or buttery notes weighing it down http://t.co/pU8MvgGEWK"
617,"Naked Unoaked Santa Barbara Chardonnay '11 . lively wine; white peach, lemon peel, almond, white tea. http://t.co/AwDM6GlpMg"
