num,text,favorited,replyToSN,created,truncated,replyToSID,id,screenName,retweetCount,retweeted,longitude,latitude
141,MAXWELL'S HOUSE! #ROYALS Free coffee promotion? @610SportsKC,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,bsquaredb2,0,FALSE,NA,NA
142,  ?@meggp_12: ?@CleatingChase: My favorite part about fall: Hoodies Leggings Sweatpants Cold nights ball games Uggs Pumpkin coffee?,FALSE,meggp_12,08/09/13 2:41,FALSE,3.66E+17,3.66E+17,E_Kindell,0,FALSE,NA,NA
143,Spilled a 16 oz coffee on a Toshiba laptop. It survived but turned into an Apple laptop. It has no t click. #IT #coffee,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,AIS_Network,0,FALSE,NA,NA
144,But I just drank 2 cups of coffee,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,_JoyaxO,0,FALSE,NA,NA
145,Starbucks chocolate coffee ~ http://t.co/fCO8OijVtN,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,Yuii_Tan,0,FALSE,NA,NA
146,RT @savannah_palle: Coffee ice cream is my favorite,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,Mixd_kuri,1,FALSE,NA,NA
147," RT @EXOFANBASE_: #imagine you make a coffee in the morning,suddenly chanyeol came and hug u in behind, his chin in ur shoulder and said?",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,exochosarang,15,FALSE,NA,NA
148,Dat Girl Thought Shit Was Sweet Wen Dat Coffee Went On Kala Jacket,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,AyeeShaee,0,FALSE,NA,NA
149, Craving for starbucks-like coffee - .-,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,mightyduckface,0,FALSE,NA,NA
150,I haven't eaten all day.. : ( Coffee was all I had....,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,ASAP_29,0,FALSE,NA,NA
151,I'm about to make me some coffee mmmmmm I love it!!,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,21thingsido,0,FALSE,NA,NA
152,@HeteroWhiteMan Come round for coffee anytime. http://t.co/QUtlHphPem,FALSE,HeteroWhiteMan,08/09/13 2:41,FALSE,3.66E+17,3.66E+17,drink_smoke_die,0,FALSE,NA,NA
153,Lmfaooooo by far....that guy drinks Irish coffee RT @2treyJay: @delasmoove Walsh drinks more than Stone  Steve Austin bro?,FALSE,2treyJay,08/09/13 2:41,FALSE,3.66E+17,3.66E+17,delasmoove,0,FALSE,NA,NA
154," coffee, weed &amp; cigarettes are the three things that keep me from being a complete bitch.",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,hayleydeniseeee,0,FALSE,NA,NA
155,The weirdest thing happened to me this summer...I discovered I like coffee black.,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,jordeeeliz,0,FALSE,NA,NA
156,  Drinking an Epicurean Coffee &amp; Fig by @epicbeer ? http://t.co/YpwDNilw6k,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,smrtgirl,0,FALSE,NA,NA
157,  RT @AuroraTynan: Coffee date with the girls :) @SamanthaMaione and @cassieverslype,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,SamanthaMaione,2,FALSE,NA,NA
158, @lorisica @BrandIdeas stay up later and drink more coffee tomorrow #mediachat,FALSE,lorisica,08/09/13 2:41,FALSE,3.66E+17,3.66E+17,tburgess57,0,FALSE,NA,NA
159, @craigharoldball Tough shit if you only want a coffee without the politics bulshit @margokingston1,FALSE,craigharoldball,08/09/13 2:41,FALSE,NA,3.66E+17,Zebbyz,0,FALSE,NA,NA
160,RT @FinchelGleeLove: when Lea gave Cory a lava lamp and Cory gave Lea a coffee maker GIVE ME THESE S BACK I NEED THEM TO SURVIVE,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,sincerely_kathy,10,FALSE,NA,NA
161,gonna go get a large coffee with a shot of espresso so i don't fall asleep on the plan ride to calgary. O NOT SLEEPING TONIGHT WHAT,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,logaaan,0,FALSE,NA,NA
162, I'm driving for the very first time because nobody else will take me to get coffee.,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,emilylanglois_,0,FALSE,NA,NA
163," RT @g4ybacon: I just want it to be winter already bc I hate slutty summer clothes. I miss my scarves jackets, and coffee and cigarets o?",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,fl00rplan,2,FALSE,NA,NA
164, THE COFFEE THE COFFEE SHIT I GOT THE VOMIT FEELING,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,kahmingxx,0,FALSE,NA,NA
165,RT @madisonpettis: I don't get why u have to pay for wifi on a plane when you can walk into any bucks &amp; get wifi for free. Plane tix co?,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,dark_davidd,358,FALSE,NA,NA
166, RT @realjamescase: Drinking too much coffee can cause a latte problems.,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,Audelynn,10,FALSE,NA,NA
167, Just drank so much coffee and I'm more tired,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,LindseyThomps_,0,FALSE,NA,NA
168,I remember spending a whole day Barnes and Noble Southlake...reading in a corner spot...with coffee. rite kind of bliss,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,taylorawbrey,0,FALSE,NA,NA
169,  Victoria likes drinking coffee.,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,qiansong_fx,0,FALSE,NA,NA
170,  3-in-1 coffee with 1 after eight chocolate tastes like peppermint mocha!! Haha great experiment for y.,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,jhei_lutana,0,FALSE,NA,NA
171,  you would expect hampton inn?s free coffee to be shit but it?s actually so good,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,not_a_fantasy,0,FALSE,NA,NA
172,  made coffee. about to start writing. today is a good day. oh and I'm 80 percent to full recovery!,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,ayoItsKidRam,0,FALSE,NA,NA
173," RT @ikanatassa: second question: what is the best coffee you've ever had in your life, and why?",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,vhianov,2,FALSE,NA,NA
174," @MaddTheMeow @edwinaED it wasn't chocolate !! It looks like chocolate, but it doesn't taste choc. It 't even coffee!!!",FALSE,MaddTheMeow,08/09/13 2:41,FALSE,3.66E+17,3.66E+17,liyenliaw,0,FALSE,NA,NA
175,Eight O'Clock Coffee Spot The Red Bag Sweepstakes http://t.co/EuIjS6mgIo,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,fstcontests,0,FALSE,NA,NA
176,Coffee + Reading = Happy me,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,Jonquille318,0,FALSE,NA,NA
177, Watch Turkish Coffee Making Guide on YouTube http://t.co/nz8bsusrzt @rusminbahar,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,klinikkopi,0,FALSE,NA,NA
178, Awake *COFFEE*,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,AlShmri_8,0,FALSE,NA,NA
179,Unusual cravings for today! Pan de Manila coffee and pandesal with peanut butter! #snacks #food #coffee ://t.co/DSAVNs9DIe,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,aL_Rabara,0,FALSE,NA,NA
180,Coffee cake? Y/N? ? Yes please! Are you offering? ;) http://t.co/INiM3FJByy,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,Inflatophin,0,FALSE,NA,NA
181, I didn't need anything more than to sit on Dan's floor drinking an iced coffee and shooting the shit ght @GriggyGringo,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,sophistiCAITed_,1,FALSE,NA,NA
182,"RT @Sam_Ryan97: Coffee and tea, and the java and me...a cup a cup a cup a cup a cup, boy!!",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,HyrumGraph,1,FALSE,NA,NA
183,  Coffee or music? Both.,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,ClarkCovington,0,FALSE,NA,NA
184,@ViknaRoshan ahh...buy me coffee thx !!,FALSE,ViknaRoshan,08/09/13 2:41,FALSE,3.66E+17,3.66E+17,chiying94,0,FALSE,NA,NA
185,"  { I sit in Starbucks, staring intently out the window. Not excatly sure--",FALSE,alliwinnington,08/09/13 2:41,FALSE,3.66E+17,3.66E+17,TotallyAusten,0,FALSE,NA,NA
186,"  RT @danielcudmore: Dear coffee shops, Organic coffee doesn't make it good coffee..? #isthis dirt?",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,Autolycus_88,2,FALSE,NA,NA
187,"  @kungfupussy nice, where can you buy it from? redbubble? @Gridlock_Coffee",FALSE,kungfupussy,08/09/13 2:41,FALSE,3.66E+17,3.66E+17,brandnewblues,0,FALSE,NA,NA
188,"RT @Luke5SOS: just put chocolate milk in the top of my coffee, I think I just changed history",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,AustralianBoys_,11349,FALSE,NA,NA
189,@abbycastro98 it's like a fruit smoothie/snow cone/coffee place (:,FALSE,abbycastro98,08/09/13 2:41,FALSE,3.66E+17,3.66E+17,TristonTooSuave,0,FALSE,NA,NA
190,I didnt have #Maxwell coffee this morning with my #countrybreakfast sandwich so I have no idea why ell homered lol #royals,FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,Zach_The_Five_O,0,FALSE,NA,NA
191," Twitter - causing my coffee to go cold cup after cup since... Ah hell, the day I fell in love with you !!!",FALSE,<NA>,08/09/13 2:41,FALSE,NA,3.66E+17,Shelleygirl311,0,FALSE,NA,NA
192, @moronninja well I don't have coffee in cartons but I do have it in tiny cans so it's pretty much the  thing. Which is awesome.,FALSE,moronninja,08/09/13 2:41,FALSE,3.66E+17,3.66E+17,ItsJustRocko,0,FALSE,NA,NA
193, RT @rachellarrivee: coffee oreo is the most underrated flavor of ice cream,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,charlotteleyden,1,FALSE,NA,NA
194, wow I want coffee,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,harryakano,0,FALSE,NA,NA
195,  @wcwp33 @jwhitacre2 yeah!! like coffee creamer,FALSE,wcwp33,08/09/13 2:40,FALSE,3.66E+17,3.66E+17,kimberlybyrum,0,FALSE,NA,NA
196,I always drink coffee at night.. And i always regret it when i cant sleep. Ill never learn,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,marissa_maguire,0,FALSE,NA,NA
197,  Meeting your best friend for coffee and not accomplishing much... LOL. #goodfriendship #sosimilar,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,KatieNester,0,FALSE,NA,NA
198, @Woaholiviacoy it doesnt keep you awake like coffee though does it?!,FALSE,Woaholiviacoy,08/09/13 2:40,FALSE,3.66E+17,3.66E+17,Grant_watsonn,0,FALSE,NA,NA
199,  Get me coffee,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,amanduh_aviles,0,FALSE,NA,NA
200, I had a coffee called rocket surgery and it was amazing.,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,AlanaBWaters,0,FALSE,NA,NA
201,  Am I the only one who burns my tongue every time I drink coffee?,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,MariamSultan26,0,FALSE,NA,NA
202,  Let's get coffee. ? I'm not much of a coffee person.. But make it ice cream and I'm done. http://t.co/9G7vq9,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,yooowesa,0,FALSE,NA,NA
203, RT @Dance10Paul: @Paris_Zondag im not a coffee drinker! So definitely hot chocolate hands down! :D,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,sarahwiers22,1,FALSE,NA,NA
204, 0_0 ?@WOWFactsOfLife: The amount of caffeine found in a cup of coffee can relieve depression by close 0%.?,FALSE,WOWFactsOfLife,08/09/13 2:40,FALSE,3.66E+17,3.66E+17,CaraElbeth,0,FALSE,NA,NA
205,I got this new Carmel mocha coffee cream and it tastes so good right now,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,lucipurrrmeow,0,FALSE,NA,NA
206, This coffee made me sleepy,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,isaROZAY,0,FALSE,NA,NA
207,RT @MrT1M: It's impressive how slow I can drink a cup of coffee when I?m in full-on procrastination .,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,TheRolo,2,FALSE,NA,NA
208,"Like I'm sorry food, but you've been replaced with better things, like coffee and alcohol.",FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,pisssyprincess,1,FALSE,NA,NA
209, The scene in Thor with the coffee cup?,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,Emmairl,0,FALSE,NA,NA
210, Right Center is filled with coffee. Maxwells House!! @JustinMaxwell27 #RoyalsSocial,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,CoachChief,0,FALSE,NA,NA
211, Aleka and I once mixed chocolate &amp; caramel coffee creamer with milk. And it was SO GOOD.,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,YouEnKay,0,FALSE,NA,NA
212, Maxwell House Coffee Porter #beersofthek #almoststout,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,Cptn_Shortbus,0,FALSE,NA,NA
213,  @Baseball4Lifee6 I hate McDonalds coffee. How many creams? How many sugars? Just make the fucking ee. lol,FALSE,Baseball4Lifee6,08/09/13 2:40,FALSE,3.66E+17,3.66E+17,PIRFCT1,0,FALSE,NA,NA
214," If anyone wants to buy me a camera lens water bottle/coffee mug thing, I wouldn't mind having one. tSaying",FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,JackieSutton94,0,FALSE,NA,NA
215,  RT @wilw: And we have a beer flight winner. ? Drinking an Eugene Coffee Porter by @revbrewchicago at chmanliquors ? http://t.co/Vb6AF8?,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,CallieDyess,3,FALSE,NA,NA
216,  RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or ing a renovation show on HGTV.,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,olyfrosty,42,FALSE,NA,NA
217," RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have  tested and half caused cancer in ?",FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,NotFakeMike,1600,FALSE,NA,NA
218,  Free Sample of a single cup of Gevalia Coffee http://t.co/DKZUWb8jne http://t.co/e7gjmE2B50,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,freebiecorner1,0,FALSE,NA,NA
219,#SharkafterDark question for the host how long did it take to build your shark coffee table #SharkWeek,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,jacobrules23,0,FALSE,NA,NA
220,  I think I'll have another cup of coffee.,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,ReverentSilence,0,FALSE,NA,NA
221, Remember the Italian Cream Iced Coffee recipe? Well I tweaked it a little and am making @ZokuHQ pops  it tonight! http://t.co/Ea1T0HtNaV,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,mathewsbambina,0,FALSE,NA,NA
222," Senior March tmw morning at 7:25 A.M. in the SENIOR lot. Get up early, make yo coffee/breakfast, cus  will only happen once in your life",FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,bryzy_brib,1,FALSE,NA,NA
223,  Me and this iced coffee for the night,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,antboy_,0,FALSE,NA,NA
224," Cup of coffee in the morning, bottle of beer in the evening, you frame my day so pleasurably",FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,AndyHieb,0,FALSE,NA,NA
225,"Iced coffee, donuts &amp; cookies",FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,HayMelanie,0,FALSE,NA,NA
226,  Kala Said Ms Yu Betta Get Her She Jus Threw Coffee On Me 2.5 Secs Later She Was On Da Floor,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,AyeeShaee,0,FALSE,NA,NA
227,"Also, dogs aren't smart enough to dip the donut in the coffee and then eat the part that's been dipped. yandthetramp",FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,purplefluffy99,0,FALSE,NA,NA
228, RT @CoffeeQuest: A coffee tree affected by 'Roya' . Central America's production is estimated to be  15% due to this. http://t?,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,HIflyer,1,FALSE,NA,NA
229,  RT @Eliana_Magallan: @HyrumGraph coffee and tea and the java and me! A cup a cup a cup a cup a cup ,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,HyrumGraph,1,FALSE,NA,NA
230, If anyone ever wants to get into my good graces... froyo is the way to go! Or coffee. I can never have gh coffee,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,AnaisWantsPeace,0,FALSE,NA,NA
231,  Nothing more special than a cup of tea mixed with a teaspoon of coffee to start the day..tgif!,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,jessicapsh,0,FALSE,NA,NA
232,  #LakeGeneva #LakeMichigan #Milwaukee #fireflies #AmericanHighSchoolFootball #burgers #coffee sadancing,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,SAchrisINuk,0,FALSE,NA,NA
233,RT @BullardBella: ?@locklear_noah: I could drink some coffee but I don't wanna go make it?,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,locklear_noah,2,FALSE,NA,NA
234,"@ElliottcMorgan I been looking for your channel. Rather lazily, might I add. Sipping coffee since I got cotch.",FALSE,ElliottcMorgan,08/09/13 2:40,FALSE,3.66E+17,3.66E+17,MoralesFabian05,0,FALSE,NA,NA
235,Coffee in the morning,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,YoNigga24,0,FALSE,NA,NA
236, IVE ONLY WON SOMETHING ONCE IN MY LIFE AND IT WAS AN EMPTY COFFEE CONTAINER IN 3RD GRADE AND THATS HOW T MY FAVOURITE NUMBER,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,mcdickhole,0,FALSE,NA,NA
237,  RT @AyeeShaee: Lmfaoo I Remember Wen Dat Girl Threw Coffee On Kala Like Dat Shit Was Yesturday,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,xoxo_niapooh,1,FALSE,NA,NA
238,@gdvipgirl no thanks I'm having my coffee ://,FALSE,gdvipgirl,08/09/13 2:40,FALSE,3.66E+17,3.66E+17,sarona_M_L,0,FALSE,NA,NA
239," RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have  tested and half caused cancer in ?",FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,Pabidran_17,1600,FALSE,NA,NA
240, It is a good night when both of your friends bring you coffee beans.,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,patricia_eddy,0,FALSE,NA,NA
241,  @kevsoo @saggis @shaneappleton I can't cope with more coffee!,FALSE,kevsoo,08/09/13 2:40,FALSE,3.66E+17,3.66E+17,tousainn,0,FALSE,NA,NA
242," Coffee and tea, and the java and me...a cup a cup a cup a cup a cup, boy!!",FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,Sam_Ryan97,1,FALSE,NA,NA
243,Oh So Needed... #coffee at 6pm? No sweat for an 11:00 anchor! http://t.co/sIvcDEtYYS,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,ErinMaxson,0,FALSE,NA,NA
244, @BetteMidler Queens???? Lets meet for coffee!!!,FALSE,BetteMidler,08/09/13 2:40,FALSE,3.63E+17,3.66E+17,ShelleyCara,0,FALSE,NA,NA
245,"  arabika aceh gayo. sensasi di lidah terasa beda. RT @ikanatassa: second question: what is the best ee you've ever had in your life, and",FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,evieveviwahyuni,0,FALSE,NA,NA
246,  RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or ing a renovation show on HGTV.,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,nickskeffer22,42,FALSE,NA,NA
247,@delialalaLOVE @ieLiit coffee later? :),FALSE,delialalaLOVE,08/09/13 2:40,FALSE,NA,3.66E+17,iamlouhazell,0,FALSE,NA,NA
248,"  @GaelbolgSib Anyways darling, it was LOVELY talking to you. We should do coffee sometime, I know the ing place on 6th avenue. #KISSKISS",FALSE,GaelbolgSib,08/09/13 2:40,FALSE,3.66E+17,3.66E+17,AllyCRW,0,FALSE,NA,NA
249, Coffee and Suicide http://t.co/bcUSHJypkX via @freakonomics,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,pamellalynn,0,FALSE,NA,NA
250,Coffee :&gt; #yay #happykid,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,AngeQVDO,0,FALSE,NA,NA
251,I'm gonna be running on like 5 hours of sleep and possibly coffee tomorrow. Sounds like fun hahahaha eschool #whyisthe1stdayonafriday?,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,ThomasKellar88,0,FALSE,NA,NA
252,  RT @MarketplaceAPM: Which coffee brand has the most caffeine per ounce? http://t.co/zYYROtXYVi via illist,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,ejmanix,5,FALSE,NA,NA
253,  @HyrumGraph coffee and tea and the java and me! A cup a cup a cup a cup a cup BOY!,FALSE,HyrumGraph,08/09/13 2:40,FALSE,3.66E+17,3.66E+17,Eliana_Magallan,1,FALSE,NA,NA
254,"Oh, #bestofvines and #coffee guarantee this will make you laugh https://t.co/5BLJhIfpPb",FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,AMcCoytx,0,FALSE,NA,NA
255," RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have  tested and half caused cancer in ?",FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,Frodo__Swaggins,1600,FALSE,NA,NA
256,Jamaican Blue Mountain Coffee...is it worth the price? Just having some...it's awesome coffee but too nsive,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,MacieSparks1,0,FALSE,NA,NA
257, I need coffee right now. You too? Get free SoZo coffee here: http://t.co/x6CO25P8Uk,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,drugstoredivas,0,FALSE,NA,NA
258,The only way coffee could be any better would be if you had to suck it out of a boob. http://t.co/fDQ7vj,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,mikewbarns,0,FALSE,NA,NA
259,@walkdaddy05 @drewgc60 @abasc24 @CoachBayerGC @bentley_mcmilli @laceyj25 @btmyers24 @FireGump658 coffee or closers #maxwellhouse,FALSE,walkdaddy05,08/09/13 2:40,FALSE,3.66E+17,3.66E+17,brentcornett,0,FALSE,NA,NA
260,"  @EvieeAndre @VictoriaLloyd16 well, that sucks, you can hook me up with free coffee and donuts since 're under paying you",FALSE,EvieeAndre,08/09/13 2:40,FALSE,3.66E+17,3.66E+17,marcilesm,0,FALSE,NA,NA
261,  RT @highanaflawless: @v_diMichele bitch all you like is ice coffee and !!!!!,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,v_diMichele,1,FALSE,NA,NA
262, @JosieBaik coffee???,FALSE,JosieBaik,08/09/13 2:40,FALSE,3.66E+17,3.66E+17,BoaPark3,0,FALSE,NA,NA
263,Waiting for water to heat up so that I can make iced coffee. #Thirsty,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,isabellekolik,0,FALSE,NA,NA
264,  The Perfect Man died because He loves me. but every morning the other rises to make me coffee. &lt;3,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,luludaniels,0,FALSE,NA,NA
265,"RT @bombaytweeting: I love you less than coffee, which is more than enough.",FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,zsdfghjkhtty_,100,FALSE,NA,NA
266,  #also RT @drgoddess: I've never had a cup of coffee. Or more than a sip. I don't like it. fessYourUnpopularOpinion,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,rookdagreat,0,FALSE,NA,NA
267,  Buy me coffee and love me,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,Molli_Lynn,0,FALSE,NA,NA
268,"  Dear pumpkin coffee, come back to me.",FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,colefacee,0,FALSE,NA,NA
269, Coffee makes me wild,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,cpor_lady,0,FALSE,NA,NA
270,  Now why did I go do that? My brain's not wired at all. Coffee D': See you @iloveohmiya @nintendomiyaa ijou @YOUtachiDesu @all_else_fail,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,shuwashuwishuwa,0,FALSE,NA,NA
271, RT @thakidrubenG: ?@valerie_bby16: NOBODY WANTS TO HAVE COFFEE WITH THE PRINCIPAL . stop?,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,kimberlyluucero,2,FALSE,NA,NA
272,  Making coffee. #nightshiftblues,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,SammyJane15,0,FALSE,NA,NA
273, RT @MissKristenSte1: ?@TeamJaymes: CAN I DRINK THIS? RKAFFE IS PROBABLY THE BEST COFFEE EVER http:///81RSqWF1nl?,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,StewyJonasLover,2,FALSE,NA,NA
274,Drinking coffee for the first time in a while,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,mBishop11_,0,FALSE,NA,NA
275, Wow 12.39 and its still my first coffee... must be the end of the world as we know it!,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,Nadine_Zrinzo,0,FALSE,NA,NA
276,My new coffee mug for school. This is inspiring for my major... #not #SoFunny #ExerciseScienceMajor? ://t.co/GlGvWxM30z,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,glori_lizabeth,0,FALSE,NA,NA
277,@ching4short tara coffee!!! :) ) ) miss you so much it hurts :|,FALSE,ching4short,08/09/13 2:40,FALSE,3.66E+17,3.66E+17,tessadistor,0,FALSE,NA,NA
278,RT @ThatRedNose: Slick trynna turn up this weekend.,FALSE,<NA>,08/09/13 2:40,FALSE,NA,3.66E+17,Coffee_nO_Cream,1,FALSE,NA,NA
279,  @ottomanscribe Sure.There is a really great coffee shop at No 1 Martin Place. In the foyer of Westin 12:30 Mon? I will DM you my number,FALSE,ottomanscribe,08/09/13 2:39,FALSE,3.66E+17,3.66E+17,RobbieSingh2,0,FALSE,NA,NA
280, I want coffee.,FALSE,<NA>,08/09/13 2:39,FALSE,NA,3.66E+17,pinchejarrod,0,FALSE,NA,NA
281, drinking coffee at 1030 pm. #whatislifeee,FALSE,<NA>,08/09/13 2:39,FALSE,NA,3.66E+17,Nique_1503,0,FALSE,NA,NA
282, just good enough. ? drinking coffee,FALSE,<NA>,08/09/13 2:39,FALSE,NA,3.66E+17,jhapots04,0,FALSE,NA,NA
283,  One should never go on Pinterest when one must go to bed. This only leads to trouble... and gallons offee the next morning.,FALSE,<NA>,08/09/13 2:39,FALSE,NA,3.66E+17,Co_Weaver,0,FALSE,NA,NA
